train_loss,train_acc,val_loss,val_acc,lr
0.4449115432038599,83.98,0.6317062258720398,79.12,0.00013492989179143236
0.44422910651382136,84.154,0.6362982392311096,79.0,0.00012911133856843387
0.44006513697760447,84.248,0.633300495147705,79.14,0.00012336471765431346
0.44341370280908077,84.052,0.6347940027713775,79.05,0.00011769570027011566
0.44283272538866314,83.968,0.6319899380207061,79.37,0.00011210988105156979
0.44342405759558384,84.13,0.6318188726902008,79.05,0.00010661277252786038
0.44273434457730276,84.092,0.6350165396928787,79.17,0.00010120979968142652
0.4406766201160392,84.184,0.6329674005508423,79.05,9.590629459415866e-05
0.4422783939814081,84.24,0.635413584113121,79.04,9.070749118527817e-05
0.4456113266701601,84.084,0.6356365397572518,79.19,8.561852004609038e-05
0.44166136973974657,84.198,0.6330753982067108,79.15,8.064440337671068e-05
0.43776917457580566,84.42,0.631763544678688,79.14,7.579005002975947e-05
0.4413078482053718,84.262,0.6363380327820778,79.22,7.1060250665917e-05
0.43782550856775165,84.296,0.6343107372522354,79.23,6.645967302611968e-05
0.44321729029927937,84.002,0.6314908161759376,79.29,6.199285732506364e-05
0.4406283999584159,84.178,0.6371971011161804,79.06,5.766421177056059e-05
0.4435533750422147,83.986,0.6353513836860657,79.15,5.347800821316903e-05
0.44435994083784064,84.222,0.6306655734777451,79.33,4.943837793039378e-05
0.43921883313023313,84.32,0.6304500684142113,79.26,4.554930754961333e-05
0.4429395892182175,84.06,0.63749078810215,79.33,4.181463511376045e-05
0.4432061855890313,84.064,0.6319295912981033,79.23,3.82380462936368e-05
0.44366979294893694,84.02,0.6341926395893097,79.21,3.482307075060108e-05
0.4467438216112098,84.022,0.63297618329525,79.24,3.1573078653219155e-05
0.4451960665839059,84.058,0.6334132730960846,79.23,2.8491277351315026e-05
0.4390601114350922,84.436,0.6385283827781677,79.25,2.5580708210703192e-05
0.43906884594839446,84.358,0.6346581995487213,79.21,2.2844243611728175e-05
0.44318144327523756,84.326,0.6322774142026901,79.19,2.0284584114571786e-05
0.4447474580030052,84.062,0.6332804650068283,79.35,1.7904255794126237e-05
0.43929799113954815,84.278,0.6324013829231262,79.17,1.5705607747063364e-05
